league_name,club_name,year,total_fee_in,mean_fee_in,mean_age_in,total_fee_in_GK,mean_fee_in_GK,mean_age_in_GK,count_GK_in,total_fee_in_DEF,mean_fee_in_DEF,mean_age_in_DEF,count_DEF_in,total_fee_in_MID,mean_fee_in_MID,mean_age_in_MID,count_MID_in,total_fee_in_STK,mean_fee_in_STK,mean_age_in_STK,count_STK_in,total_fee_out,mean_fee_out,mean_age_out,total_fee_out_GK,mean_fee_out_GK,mean_age_out_GK,count_GK_out,total_fee_out_DEF,mean_fee_out_DEF,mean_age_out_DEF,count_DEF_out,total_fee_out_MID,mean_fee_out_MID,mean_age_out_MID,count_MID_out,total_fee_out_STK,mean_fee_out_STK,mean_age_out_STK,count_STK_out,Rk,W,D,L,GF,GA,GD,Pts/MP,PF,total_fee_in_1_years_future,mean_fee_in_1_years_future,mean_age_in_1_years_future,total_fee_in_GK_1_years_future,mean_fee_in_GK_1_years_future,mean_age_in_GK_1_years_future,count_GK_in_1_years_future,total_fee_in_DEF_1_years_future,mean_fee_in_DEF_1_years_future,mean_age_in_DEF_1_years_future,count_DEF_in_1_years_future,total_fee_in_MID_1_years_future,mean_fee_in_MID_1_years_future,mean_age_in_MID_1_years_future,count_MID_in_1_years_future,total_fee_in_STK_1_years_future,mean_fee_in_STK_1_years_future,mean_age_in_STK_1_years_future,count_STK_in_1_years_future,total_fee_out_1_years_future,mean_fee_out_1_years_future,mean_age_out_1_years_future,total_fee_out_GK_1_years_future,mean_fee_out_GK_1_years_future,mean_age_out_GK_1_years_future,count_GK_out_1_years_future,total_fee_out_DEF_1_years_future,mean_fee_out_DEF_1_years_future,mean_age_out_DEF_1_years_future,count_DEF_out_1_years_future,total_fee_out_MID_1_years_future,mean_fee_out_MID_1_years_future,mean_age_out_MID_1_years_future,count_MID_out_1_years_future,total_fee_out_STK_1_years_future,mean_fee_out_STK_1_years_future,mean_age_out_STK_1_years_future,count_STK_out_1_years_future,PF_1_years_future,Rk_1_years_future,W_1_years_future,D_1_years_future,L_1_years_future,GF_1_years_future,GA_1_years_future,GD_1_years_future,Pts/MP_1_years_future,total_fee_in_2_years_future,mean_fee_in_2_years_future,mean_age_in_2_years_future,total_fee_in_GK_2_years_future,mean_fee_in_GK_2_years_future,mean_age_in_GK_2_years_future,count_GK_in_2_years_future,total_fee_in_DEF_2_years_future,mean_fee_in_DEF_2_years_future,mean_age_in_DEF_2_years_future,count_DEF_in_2_years_future,total_fee_in_MID_2_years_future,mean_fee_in_MID_2_years_future,mean_age_in_MID_2_years_future,count_MID_in_2_years_future,total_fee_in_STK_2_years_future,mean_fee_in_STK_2_years_future,mean_age_in_STK_2_years_future,count_STK_in_2_years_future,total_fee_out_2_years_future,mean_fee_out_2_years_future,mean_age_out_2_years_future,total_fee_out_GK_2_years_future,mean_fee_out_GK_2_years_future,mean_age_out_GK_2_years_future,count_GK_out_2_years_future,total_fee_out_DEF_2_years_future,mean_fee_out_DEF_2_years_future,mean_age_out_DEF_2_years_future,count_DEF_out_2_years_future,total_fee_out_MID_2_years_future,mean_fee_out_MID_2_years_future,mean_age_out_MID_2_years_future,count_MID_out_2_years_future,total_fee_out_STK_2_years_future,mean_fee_out_STK_2_years_future,mean_age_out_STK_2_years_future,count_STK_out_2_years_future,PF_2_years_future,Rk_2_years_future,W_2_years_future,D_2_years_future,L_2_years_future,GF_2_years_future,GA_2_years_future,GD_2_years_future,Pts/MP_2_years_future,PF_next_3_years
Serie A,AS Roma,2014,99.51,6.219,23.562,0.0,0.0,0.0,0,28.11,4.685,26.833,6,21.5,5.375,21.5,4,49.9,8.317,21.667,6,42.6,4.733,22.0,0.0,0.0,0.0,0,37.7,7.54,21.0,5,1.9,0.95,23.5,2,3.0,1.5,23.0,2,2,19,13,6,54,31,23,1.84,0,60.099,3.005,23.1,0.0,0.0,0.0,0.0,8.42,1.684,23.4,5.0,18.229,4.557,22.75,4.0,33.45,3.041,23.091,11.0,134.25,7.458,24.389,0.0,0.0,0.0,0.0,38.7,9.675,24.25,4.0,62.75,10.458,24.167,6.0,32.8,4.1,24.625,8.0,0,3,23,11,4,83,41,42,2.11,102.6,6.413,24.062,8.0,8.0,23.0,1.0,25.5,2.833,24.444,9.0,18.6,18.6,19.0,1.0,50.5,10.1,24.6,5.0,43.432,3.341,24.077,0.0,0.0,0.0,0.0,10.1,2.02,25.6,5.0,9.0,9.0,24.0,1.0,24.332,3.476,23.0,7.0,0,2,28,3,7,90,38,52,2.29,0
Serie A,Genoa CFC,2014,7.45,0.931,25.5,0.0,0.0,0.0,0,1.9,0.633,23.333,3,0.7,0.7,29.0,1,4.85,1.212,26.25,4,25.95,3.707,27.429,0.1,0.1,36.0,1,5.95,2.975,20.5,2,11.9,5.95,26.0,2,8.0,4.0,31.5,2,6,16,11,11,62,47,15,1.55,0,16.7,1.518,24.545,0.0,0.0,0.0,0.0,7.35,1.838,25.0,4.0,0.5,0.5,31.0,1.0,8.85,1.475,23.167,6.0,43.15,3.319,24.692,0.0,0.0,0.0,0.0,6.25,3.125,24.0,2.0,21.9,4.38,23.2,5.0,15.0,2.5,26.167,6.0,1,11,13,7,18,45,48,-3,1.21,27.2,2.092,24.692,0.0,0.0,0.0,0.0,17.45,2.493,26.143,7.0,1.9,0.633,21.333,3.0,7.85,2.617,24.667,3.0,50.3,7.186,27.714,0.0,0.0,0.0,0.0,13.8,6.9,29.0,2.0,9.3,4.65,26.5,2.0,27.2,9.067,27.667,3.0,2,16,9,9,20,38,64,-26,0.95,1
Serie A,Juventus FC,2014,59.3,3.488,23.0,3.9,1.3,22.667,3,15.4,2.2,23.857,7,15.6,3.9,23.25,4,24.4,8.133,21.0,3,24.407,1.877,24.154,0.0,0.0,0.0,0,6.0,2.0,26.0,3,3.787,1.262,23.0,3,14.62,2.089,23.857,7,1,26,9,3,72,24,48,2.29,0,185.499,11.594,23.062,3.1,1.55,21.5,2.0,29.8,14.9,25.5,2.0,71.199,10.171,22.571,7.0,81.4,16.28,23.4,5.0,81.28,6.773,23.167,0.0,0.0,0.0,0.0,15.28,3.82,24.5,4.0,40.35,13.45,22.667,3.0,25.65,5.13,22.4,5.0,0,1,29,4,5,75,20,55,2.39,170.2,21.275,24.75,0.0,0.0,0.0,0.0,27.0,9.0,26.333,3.0,17.8,8.9,25.0,2.0,125.4,41.8,23.0,3.0,176.929,10.408,24.941,2.1,1.05,24.5,2.0,6.155,2.052,25.667,3.0,131.64,16.455,25.375,8.0,37.034,9.258,23.75,4.0,0,1,29,4,5,77,27,50,2.39,0
Serie A,SS Lazio,2014,12.75,3.188,27.25,0.0,0.0,0.0,0,8.25,2.75,26.667,3,4.5,4.5,29.0,1,0.0,0.0,0.0,0,0.15,0.15,22.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.15,0.15,22.0,1,3,21,6,11,71,38,33,1.82,0,31.25,5.208,24.333,2.6,2.6,28.0,1.0,13.65,4.55,26.0,3.0,12.0,12.0,20.0,1.0,3.0,3.0,20.0,1.0,2.37,0.79,27.667,0.0,0.0,0.0,0.0,1.75,1.75,24.0,1.0,0.2,0.2,32.0,1.0,0.42,0.42,27.0,1.0,1,8,15,9,14,52,52,0,1.42,32.7,4.671,22.571,0.0,0.0,0.0,0.0,17.75,4.438,21.5,4.0,5.5,2.75,23.0,2.0,9.45,9.45,26.0,1.0,28.7,4.783,26.833,0.7,0.7,27.0,1.0,1.0,0.5,29.0,2.0,27.0,9.0,25.333,3.0,0.0,0.0,0.0,0.0,0,5,21,7,10,74,51,23,1.84,0
Serie A,SSC Napoli,2014,34.8,5.8,25.667,2.0,2.0,30.0,1,7.75,7.75,23.0,1,11.3,5.65,25.0,2,13.75,6.875,25.5,2,20.451,2.922,27.714,0.0,0.0,0.0,0,10.301,3.434,30.0,3,8.75,2.917,26.667,3,1.4,1.4,24.0,1,5,18,9,11,70,54,16,1.66,0,42.7,3.882,24.091,2.0,2.0,32.0,1.0,13.5,4.5,23.667,3.0,27.2,3.886,23.143,7.0,0.0,0.0,0.0,0.0,18.29,2.032,25.0,0.75,0.75,24.0,1.0,2.0,2.0,29.0,1.0,9.51,1.902,25.8,5.0,6.03,3.015,21.5,2.0,0,2,25,7,6,80,32,48,2.16,99.09,11.01,23.444,0.0,0.0,0.0,0.0,15.0,7.5,25.0,2.0,33.5,8.375,23.25,4.0,50.59,16.863,22.667,3.0,116.805,12.978,26.111,0.455,0.455,32.0,1.0,0.2,0.2,25.0,1.0,9.0,2.25,25.75,4.0,107.15,35.717,25.0,3.0,0,3,26,8,4,94,39,55,2.26,0
Serie A,AC Milan,2014,16.9,1.878,25.111,0.0,0.0,0.0,0,7.8,1.95,26.5,4,6.3,3.15,23.0,2,2.8,0.933,24.667,3,28.2,7.05,23.25,0.0,0.0,0.0,0,0.0,0.0,0.0,0,8.2,2.733,23.0,3,20.0,20.0,24.0,1,10,13,13,12,56,50,6,1.37,1,102.27,12.784,24.5,0.0,0.0,0.0,0.0,29.5,14.75,24.0,2.0,25.47,6.368,23.0,4.0,47.3,23.65,28.0,2.0,11.16,1.594,23.429,0.0,0.0,0.0,0.0,2.5,2.5,29.0,1.0,4.0,4.0,23.0,1.0,4.66,0.932,22.4,5.0,1,7,15,12,11,49,43,6,1.5,29.56,4.223,25.0,0.0,0.0,0.0,0.0,9.56,9.56,23.0,1.0,9.3,3.1,27.333,3.0,10.7,3.567,23.333,3.0,25.15,3.593,24.714,0.0,0.0,0.0,0.0,0.05,0.05,21.0,1.0,6.4,6.4,23.0,1.0,18.7,3.74,25.8,5.0,0,6,18,9,11,57,45,12,1.66,0
Serie A,Chievo Verona,2014,8.6,0.86,26.2,0.1,0.1,36.0,1,0.85,0.283,25.333,3,6.15,1.23,24.0,5,1.5,1.5,30.0,1,5.04,0.84,27.0,0.5,0.5,23.0,1,0.5,0.5,25.0,1,1.4,1.4,29.0,1,2.64,0.88,28.333,3,14,10,13,15,28,41,-13,1.13,1,6.13,1.022,25.333,0.0,0.0,0.0,0.0,1.33,0.443,27.333,3.0,4.8,1.6,23.333,3.0,0.0,0.0,0.0,0.0,15.407,1.926,25.875,0.0,0.0,0.0,0.0,3.4,1.133,26.333,3.0,1.932,0.966,23.0,2.0,10.075,3.358,27.333,3.0,1,9,13,11,14,43,45,-2,1.32,12.572,2.514,25.4,0.0,0.0,0.0,0.0,6.672,3.336,25.5,2.0,5.3,2.65,21.5,2.0,0.6,0.6,33.0,1.0,6.28,1.256,23.4,4.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,2.18,0.727,23.667,3.0,0.1,0.1,26.0,1.0,1,14,12,7,19,43,61,-18,1.13,1
Serie A,FC Internazionale,2014,16.95,2.119,23.625,0.0,0.0,0.0,0,11.15,2.787,22.5,4,5.8,1.45,24.75,4,0.0,0.0,0.0,0,23.5,1.679,22.071,0.0,0.0,0.0,0,3.25,0.65,22.6,5,10.0,1.429,22.429,7,10.25,5.125,19.5,2,8,14,13,11,59,48,11,1.45,1,102.45,7.881,24.846,0.0,0.0,0.0,0.0,18.3,3.66,24.6,5.0,60.95,15.238,25.75,4.0,23.2,5.8,24.25,4.0,115.32,6.784,24.765,0.0,0.0,0.0,0.0,7.45,1.862,25.25,4.0,87.1,8.71,25.2,10.0,20.77,6.923,22.667,3.0,0,4,20,7,11,50,38,12,1.76,159.85,13.321,24.833,0.0,0.0,0.0,0.0,29.3,9.767,28.0,3.0,69.0,17.25,24.25,4.0,61.55,12.31,23.4,5.0,18.5,2.643,23.429,0.0,0.0,0.0,0.0,14.1,3.525,24.75,4.0,3.9,1.95,23.0,2.0,0.5,0.5,19.0,1.0,1,7,19,5,14,72,49,23,1.63,0
Serie A,Hellas Verona,2014,22.26,2.782,26.75,0.2,0.2,32.0,1,5.16,1.29,28.5,4,1.3,1.3,27.0,1,15.6,7.8,20.5,2,30.25,3.781,25.75,0.0,0.0,0.0,0,2.05,0.513,27.0,4,3.7,1.233,25.667,3,24.5,24.5,21.0,1,13,11,13,14,49,65,-16,1.21,1,6.3,1.575,25.25,0.0,0.0,0.0,0.0,2.0,1.0,25.0,2.0,4.3,2.15,25.5,2.0,0.0,0.0,0.0,0.0,2.05,0.683,29.333,0.0,0.0,0.0,0.0,1.05,0.525,28.5,2.0,1.0,1.0,31.0,1.0,0.0,0.0,0.0,0.0,2,20,5,13,20,34,63,-29,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0.0,2
Serie A,Torino FC,2014,23.2,2.578,23.222,0.0,0.0,0.0,0,7.8,2.6,22.0,3,8.9,2.225,22.75,4,6.5,3.25,26.0,2,33.86,6.772,27.8,0.2,0.2,35.0,1,0.36,0.36,30.0,1,0.8,0.8,23.0,1,32.5,16.25,25.5,2,9,14,12,12,48,45,3,1.42,1,28.05,3.506,23.5,1.2,1.2,23.0,1.0,6.3,3.15,24.5,2.0,11.3,3.767,23.333,3.0,9.25,4.625,23.0,2.0,19.75,3.95,23.2,0.0,0.0,0.0,0.0,18.8,6.267,22.667,3.0,0.45,0.45,22.0,1.0,0.5,0.5,26.0,1.0,1,12,12,9,17,52,55,-3,1.18,28.48,2.848,26.4,0.0,0.0,0.0,0.0,6.48,1.62,29.5,4.0,16.0,3.2,23.8,5.0,6.0,6.0,27.0,1.0,26.43,2.937,27.444,0.0,0.0,0.0,0.0,17.2,3.44,26.4,5.0,1.98,0.99,29.5,2.0,7.25,3.625,28.0,2.0,1,9,13,14,11,71,66,5,1.39,1
Serie A,UC Sampdoria,2014,24.25,2.425,22.6,0.0,0.0,0.0,0,3.75,0.938,24.0,4,4.6,1.533,21.0,3,15.9,5.3,22.333,3,26.52,3.315,25.875,1.9,1.9,24.0,1,10.9,2.725,26.5,4,1.22,0.61,27.0,2,12.5,12.5,23.0,1,7,13,17,8,48,42,6,1.47,1,34.67,4.334,21.5,0.0,0.0,0.0,0.0,8.48,4.24,24.0,2.0,14.19,2.838,20.0,5.0,12.0,12.0,24.0,1.0,16.07,2.009,25.375,0.0,0.0,0.0,0.0,4.77,0.954,25.2,5.0,6.0,6.0,23.0,1.0,5.3,2.65,27.0,2.0,2,15,10,10,18,48,61,-13,1.05,39.65,2.478,23.812,2.3,2.3,30.0,1.0,3.8,1.267,24.333,3.0,24.0,3.0,22.75,8.0,9.55,2.388,24.0,4.0,80.707,5.044,25.688,0.0,0.0,0.0,0.0,9.222,1.537,29.333,6.0,41.485,5.926,23.0,7.0,30.0,10.0,24.667,3.0,1,10,12,12,14,49,55,-6,1.26,1
Serie A,US Palermo,2014,19.7,2.189,22.778,0.0,0.0,0.0,0,4.5,2.25,24.0,2,3.4,1.7,25.0,2,11.8,2.36,21.4,5,18.5,4.625,23.5,0.0,0.0,0.0,0,2.0,1.0,22.0,2,0.0,0.0,0.0,0,16.5,8.25,25.0,2,11,12,13,13,53,55,-2,1.29,1,12.25,1.361,22.0,0.5,0.5,19.0,1.0,3.85,1.283,25.0,3.0,4.0,2.0,21.0,2.0,3.9,1.3,20.667,3.0,52.9,10.58,24.4,0.0,0.0,0.0,0.0,1.0,1.0,28.0,1.0,0.5,0.5,31.0,1.0,51.4,17.133,21.0,3.0,2,16,10,9,19,38,65,-27,1.03,8.48,1.211,26.0,0.0,0.0,0.0,0.0,2.88,1.44,26.0,2.0,4.0,2.0,29.5,2.0,1.6,0.533,23.667,3.0,29.25,4.179,25.571,2.3,2.3,30.0,1.0,2.85,2.85,24.0,1.0,21.6,5.4,25.5,4.0,2.5,2.5,23.0,1.0,2,19,6,8,24,33,77,-44,0.68,2
Serie A,US Sassuolo,2014,19.301,2.757,28.0,4.5,4.5,27.0,1,10.001,3.334,28.333,3,2.3,1.15,26.5,2,2.5,2.5,31.0,1,12.6,2.1,23.167,0.0,0.0,0.0,0,5.4,1.8,23.333,3,0.5,0.5,25.0,1,6.7,3.35,22.0,2,12,12,13,13,49,57,-8,1.29,1,30.7,3.838,20.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,2.7,19.25,4.0,19.9,4.975,22.0,4.0,25.0,5.0,29.0,0.0,0.0,0.0,0.0,0.3,0.3,35.0,1.0,3.2,3.2,26.0,1.0,21.5,7.167,28.0,3.0,0,6,16,13,9,49,40,9,1.61,27.51,3.439,24.125,0.0,0.0,0.0,0.0,7.5,3.75,23.5,2.0,6.0,6.0,23.0,1.0,14.01,2.802,24.6,5.0,27.8,6.95,26.5,0.0,0.0,0.0,0.0,14.0,14.0,24.0,1.0,0.2,0.2,25.0,1.0,13.6,6.8,28.5,2.0,1,12,13,7,18,58,63,-5,1.21,1
Serie A,AC Cesena,2014,9.85,0.895,26.182,2.0,2.0,31.0,1,3.35,0.558,25.0,6,4.5,1.125,26.75,4,0.0,0.0,0.0,0,13.65,1.517,23.111,4.1,2.05,24.5,2,5.0,1.667,25.667,3,2.05,1.025,20.0,2,2.5,1.25,21.0,2,19,4,12,22,36,73,-37,0.63,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0.0,2
Serie A,Atalanta BC,2014,11.09,1.848,24.0,0.0,0.0,0.0,0,1.3,0.65,27.0,2,4.47,4.47,26.0,1,5.32,1.773,21.333,3,20.0,2.857,26.857,6.0,3.0,25.0,2,0.1,0.1,33.0,1,7.4,2.467,28.333,3,6.5,6.5,20.0,1,17,7,16,15,38,57,-19,0.97,2,23.83,2.166,22.273,0.96,0.96,19.0,1.0,3.87,3.87,24.0,1.0,15.5,2.583,21.833,6.0,3.5,1.167,23.667,3.0,37.95,4.744,23.375,0.0,0.0,0.0,0.0,11.3,5.65,25.5,2.0,26.65,4.442,22.667,6.0,0.0,0.0,0.0,0.0,1,13,11,12,15,41,47,-6,1.18,15.94,1.771,22.667,1.7,0.85,22.5,2.0,3.94,1.313,24.0,3.0,1.1,0.55,21.0,2.0,9.2,4.6,22.5,2.0,41.33,5.904,24.857,0.33,0.33,24.0,1.0,23.0,11.5,25.0,2.0,16.0,5.333,25.667,3.0,2.0,2.0,23.0,1.0,0,4,21,9,8,62,41,21,1.89,1
Serie A,Cagliari Calcio,2014,22.6,1.614,21.643,3.1,1.55,21.5,2,3.85,1.283,23.0,3,5.9,1.475,21.25,4,9.75,1.95,21.2,5,21.925,3.654,27.167,0.0,0.0,0.0,0,2.1,1.05,28.5,2,15.325,7.662,26.0,2,4.5,2.25,27.0,2,18,8,10,20,48,68,-20,0.89,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0.0,9.72,1.944,27.4,0.15,0.15,34.0,1.0,4.0,4.0,28.0,1.0,5.09,2.545,28.5,2.0,0.48,0.48,18.0,1.0,11.325,1.618,25.429,0.0,0.0,0.0,0.0,4.2,1.4,27.667,3.0,6.0,3.0,21.5,2.0,1.125,0.562,26.0,2.0,1,11,14,5,19,55,76,-21,1.24,2
Serie A,Empoli FC,2014,0.86,0.43,22.0,0.0,0.0,0.0,0,0.36,0.36,21.0,1,0.5,0.5,23.0,1,0.0,0.0,0.0,0,4.558,1.519,20.0,0.0,0.0,0.0,0,4.55,2.275,19.5,2,0.008,0.008,21.0,1,0.0,0.0,0.0,0,15,8,18,12,46,52,-6,1.11,2,6.35,1.27,22.6,0.0,0.0,0.0,0.0,1.3,0.65,22.0,2.0,4.75,2.375,23.5,2.0,0.3,0.3,22.0,1.0,11.5,3.833,24.0,0.0,0.0,0.0,0.0,6.0,3.0,21.5,2.0,5.5,5.5,29.0,1.0,0.0,0.0,0.0,0.0,1,10,12,10,16,40,49,-9,1.21,7.0,1.75,22.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.75,22.75,4.0,0.0,0.0,0.0,0.0,15.0,5.0,25.333,0.0,0.0,0.0,0.0,13.5,6.75,25.5,2.0,1.5,1.5,25.0,1.0,0.0,0.0,0.0,0.0,2,18,8,8,22,29,61,-32,0.84,2
Serie A,Parma Calcio 1913,2014,17.24,1.567,22.455,4.12,1.373,22.667,3,2.1,1.05,25.5,2,1.7,0.85,22.5,2,9.32,2.33,20.75,4,17.75,1.365,25.154,0.0,0.0,0.0,0,9.95,1.106,24.111,9,7.3,2.433,27.0,3,0.5,0.5,29.0,1,20,6,8,24,33,75,-42,0.5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0.0,2
Serie A,Udinese Calcio,2014,29.2,2.92,22.3,0.0,0.0,0.0,0,1.3,1.3,19.0,1,21.9,3.129,22.0,7,6.0,3.0,25.0,2,25.4,2.309,24.818,0.2,0.2,32.0,1,1.1,0.367,25.333,3,12.5,3.125,23.0,4,11.6,3.867,24.333,3,16,10,11,17,43,56,-13,1.08,2,21.42,2.38,23.0,0.0,0.0,0.0,0.0,9.7,3.233,22.667,3.0,5.7,1.425,24.75,4.0,6.02,3.01,20.0,2.0,74.12,8.236,23.333,0.0,0.0,0.0,0.0,16.5,5.5,25.667,3.0,26.62,8.873,22.667,3.0,31.0,10.333,21.667,3.0,2,17,10,9,19,35,60,-25,1.03,26.5,4.417,20.833,0.0,0.0,0.0,0.0,0.5,0.5,18.0,1.0,13.5,6.75,21.5,2.0,12.5,4.167,21.333,3.0,32.23,4.604,23.143,0.0,0.0,0.0,0.0,1.0,1.0,27.0,1.0,21.0,7.0,21.667,3.0,10.23,3.41,23.333,3.0,1,13,12,9,17,47,56,-9,1.18,1
Serie A,ACF Fiorentina,2015,24.9,2.075,25.583,0.75,0.75,24.0,1,9.25,1.85,25.4,5,4.0,2.0,26.0,2,10.9,2.725,26.0,4,26.85,3.836,24.857,0.0,0.0,0.0,0,20.1,4.02,23.6,5,0.0,0.0,0.0,0,6.75,3.375,28.0,2,5,18,10,10,60,42,18,1.68,0,15.73,1.573,23.6,2.83,1.415,21.0,2.0,8.4,2.1,26.0,4.0,4.0,1.333,21.667,3.0,0.5,0.5,25.0,1.0,31.05,3.105,25.4,0.0,0.0,0.0,0.0,24.15,8.05,25.667,3.0,3.1,0.62,23.4,5.0,3.8,1.9,30.0,2.0,1,8,16,12,10,63,57,6,1.58,79.5,3.975,23.6,0.0,0.0,0.0,0.0,23.1,2.888,23.75,8.0,32.9,4.7,24.286,7.0,23.5,4.7,22.4,5.0,93.58,6.684,26.0,2.5,2.5,31.0,1.0,1.86,0.62,27.333,3.0,33.5,8.375,26.75,4.0,55.72,9.287,24.0,6.0,1,8,16,9,13,54,46,8,1.5,2
Serie A,AS Roma,2015,60.099,3.005,23.1,0.0,0.0,0.0,0,8.42,1.684,23.4,5,18.229,4.557,22.75,4,33.45,3.041,23.091,11,134.25,7.458,24.389,0.0,0.0,0.0,0,38.7,9.675,24.25,4,62.75,10.458,24.167,6,32.8,4.1,24.625,8,3,23,11,4,83,41,42,2.11,0,102.6,6.413,24.062,8.0,8.0,23.0,1.0,25.5,2.833,24.444,9.0,18.6,18.6,19.0,1.0,50.5,10.1,24.6,5.0,43.432,3.341,24.077,0.0,0.0,0.0,0.0,10.1,2.02,25.6,5.0,9.0,9.0,24.0,1.0,24.332,3.476,23.0,7.0,0,2,28,3,7,90,38,52,2.29,91.15,7.596,25.75,0.0,0.0,0.0,0.0,56.9,7.112,26.75,8.0,15.0,7.5,24.5,2.0,19.25,9.625,23.0,2.0,155.0,11.071,24.571,0.0,0.0,0.0,0.0,75.0,12.5,24.667,6.0,28.5,9.5,22.667,3.0,51.5,10.3,25.6,5.0,0,3,23,8,7,61,28,33,2.03,0
Serie A,FC Internazionale,2015,102.45,7.881,24.846,0.0,0.0,0.0,0,18.3,3.66,24.6,5,60.95,15.238,25.75,4,23.2,5.8,24.25,4,115.32,6.784,24.765,0.0,0.0,0.0,0,7.45,1.862,25.25,4,87.1,8.71,25.2,10,20.77,6.923,22.667,3,4,20,7,11,50,38,12,1.76,0,159.85,13.321,24.833,0.0,0.0,0.0,0.0,29.3,9.767,28.0,3.0,69.0,17.25,24.25,4.0,61.55,12.31,23.4,5.0,18.5,2.643,23.429,0.0,0.0,0.0,0.0,14.1,3.525,24.75,4.0,3.9,1.95,23.0,2.0,0.5,0.5,19.0,1.0,1,7,19,5,14,72,49,23,1.63,137.55,19.65,24.429,0.0,0.0,0.0,0.0,86.55,21.638,22.75,4.0,51.0,17.0,26.667,3.0,0.0,0.0,0.0,0.0,79.24,4.171,24.632,0.0,0.0,0.0,0.0,38.14,3.178,24.75,12.0,12.2,4.067,26.333,3.0,28.9,7.225,23.0,4.0,0,4,20,12,6,66,30,36,1.89,0
Serie A,Juventus FC,2015,185.499,11.594,23.062,3.1,1.55,21.5,2,29.8,14.9,25.5,2,71.199,10.171,22.571,7,81.4,16.28,23.4,5,81.28,6.773,23.167,0.0,0.0,0.0,0,15.28,3.82,24.5,4,40.35,13.45,22.667,3,25.65,5.13,22.4,5,1,29,4,5,75,20,55,2.39,0,170.2,21.275,24.75,0.0,0.0,0.0,0.0,27.0,9.0,26.333,3.0,17.8,8.9,25.0,2.0,125.4,41.8,23.0,3.0,176.929,10.408,24.941,2.1,1.05,24.5,2.0,6.155,2.052,25.667,3.0,131.64,16.455,25.375,8.0,37.034,9.258,23.75,4.0,0,1,29,4,5,77,27,50,2.39,177.6,13.662,24.846,18.0,18.0,27.0,1.0,56.7,11.34,26.8,5.0,48.7,16.233,23.0,3.0,54.2,13.55,23.25,4.0,145.65,6.62,23.227,7.3,2.433,25.333,3.0,61.4,15.35,23.0,4.0,29.6,4.933,23.667,6.0,47.35,5.261,22.333,9.0,0,1,30,5,3,86,24,62,2.5,0
